date,region,district,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice,year,month
2016-11-15,Simiyu,Meatu,Simiyu Region,-3.02799589,34.27698363,pulses and nuts,Soybeans,KG,actual,Retail,TZS,2000.0,0.9331,2016,11
2016-11-15,Singida,Manyoni,Singida Region,-5.747654726,34.49615906,cereals and tubers,Maize (white),KG,actual,Retail,TZS,1450.0,0.6765,2016,11
2016-11-15,Singida,Manyoni,Singida Region,-5.747654726,34.49615906,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1200.0,0.5599,2016,11
2016-11-15,Singida,Manyoni,Singida Region,-5.747654726,34.49615906,cereals and tubers,Rice,KG,actual,Retail,TZS,1644.4,0.7672,2016,11
2016-11-15,Singida,Manyoni,Singida Region,-5.747654726,34.49615906,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,1575.0,0.7348,2016,11
2016-11-15,Singida,Manyoni,Singida Region,-5.747654726,34.49615906,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,1712.5,0.799,2016,11
2016-11-15,Singida,Manyoni,Singida Region,-5.747654726,34.49615906,pulses and nuts,Soybeans,KG,actual,Retail,TZS,2000.0,0.9331,2016,11
2016-11-15,Tabora,Sikonge,Tabora Region,-5.266038402,32.82018705,cereals and tubers,Maize (white),KG,actual,Retail,TZS,607.7,0.2835,2016,11
2016-11-15,Tabora,Sikonge,Tabora Region,-5.266038402,32.82018705,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,966.7,0.451,2016,11
2016-11-15,Tabora,Sikonge,Tabora Region,-5.266038402,32.82018705,cereals and tubers,Rice,KG,actual,Retail,TZS,1105.6,0.5158,2016,11
2016-11-15,Tabora,Sikonge,Tabora Region,-5.266038402,32.82018705,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,2300.0,1.0731,2016,11
2016-11-15,Tabora,Sikonge,Tabora Region,-5.266038402,32.82018705,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,1600.0,0.7465,2016,11
2016-11-15,Tabora,Sikonge,Tabora Region,-5.266038402,32.82018705,pulses and nuts,Soybeans,KG,actual,Retail,TZS,3000.0,1.3996,2016,11
2016-11-15,Tanga,Handeni,Tanga Region,-5.217995986,38.28187812,cereals and tubers,Maize (white),KG,actual,Retail,TZS,670.0,0.3126,2016,11
2016-11-15,Tanga,Handeni,Tanga Region,-5.217995986,38.28187812,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1333.3,0.622,2016,11
2016-11-15,Tanga,Handeni,Tanga Region,-5.217995986,38.28187812,cereals and tubers,Rice,KG,actual,Retail,TZS,2000.0,0.9331,2016,11
2016-11-15,Tanga,Handeni,Tanga Region,-5.217995986,38.28187812,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,2000.0,0.9331,2016,11
2016-11-15,Tanga,Handeni,Tanga Region,-5.217995986,38.28187812,pulses and nuts,Beans (green),KG,actual,Retail,TZS,2000.0,0.9331,2016,11
2016-11-15,Tanga,Handeni,Tanga Region,-5.217995986,38.28187812,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,2000.0,0.9331,2016,11
2016-11-15,Tanga,Handeni,Tanga Region,-5.217995986,38.28187812,pulses and nuts,Soybeans,KG,actual,Retail,TZS,2100.0,0.9798,2016,11
2016-12-15,Arusha,Ngorongoro,Arusha Region,-2.969979709,35.92294331,cereals and tubers,Maize (white),KG,actual,Retail,TZS,1068.0,0.4952,2016,12
2016-12-15,Arusha,Ngorongoro,Arusha Region,-2.969979709,35.92294331,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1300.0,0.6028,2016,12
2016-12-15,Arusha,Ngorongoro,Arusha Region,-2.969979709,35.92294331,cereals and tubers,Rice,KG,actual,Retail,TZS,1933.3,0.8965,2016,12
2016-12-15,Arusha,Ngorongoro,Arusha Region,-2.969979709,35.92294331,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Arusha,Ngorongoro,Arusha Region,-2.969979709,35.92294331,pulses and nuts,Beans (green),KG,actual,Retail,TZS,6322.5,2.9317,2016,12
2016-12-15,Arusha,Ngorongoro,Arusha Region,-2.969979709,35.92294331,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,2001.1,0.9279,2016,12
2016-12-15,Arusha,Ngorongoro,Arusha Region,-2.969979709,35.92294331,pulses and nuts,Soybeans,KG,actual,Retail,TZS,1950.0,0.9042,2016,12
2016-12-15,Dar-es-salaam,Temeke,Dar es Salaam Region,-6.888153752,39.26343504,cereals and tubers,Maize (white),KG,actual,Retail,TZS,1107.05,0.5133,2016,12
2016-12-15,Dar-es-salaam,Temeke,Dar es Salaam Region,-6.888153752,39.26343504,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1365.02,0.6329,2016,12
2016-12-15,Dar-es-salaam,Temeke,Dar es Salaam Region,-6.888153752,39.26343504,cereals and tubers,Rice,KG,actual,Retail,TZS,1630.32,0.756,2016,12
2016-12-15,Dar-es-salaam,Temeke,Dar es Salaam Region,-6.888153752,39.26343504,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,2026.94,0.9399,2016,12
2016-12-15,Dar-es-salaam,Temeke,Dar es Salaam Region,-6.888153752,39.26343504,pulses and nuts,Beans (green),KG,actual,Retail,TZS,4333.33,2.0093,2016,12
2016-12-15,Dar-es-salaam,Temeke,Dar es Salaam Region,-6.888153752,39.26343504,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,2240.73,1.039,2016,12
2016-12-15,Dar-es-salaam,Temeke,Dar es Salaam Region,-6.888153752,39.26343504,pulses and nuts,Soybeans,KG,actual,Retail,TZS,2344.61,1.0872,2016,12
2016-12-15,Dodoma,Dodoma Urban,Dodoma Region,-5.929160784,35.92232206,cereals and tubers,Maize (white),KG,actual,Retail,TZS,800.0,0.371,2016,12
2016-12-15,Dodoma,Dodoma Urban,Dodoma Region,-5.929160784,35.92232206,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1200.0,0.5564,2016,12
2016-12-15,Dodoma,Dodoma Urban,Dodoma Region,-5.929160784,35.92232206,cereals and tubers,Rice,KG,actual,Retail,TZS,1766.7,0.8192,2016,12
2016-12-15,Dodoma,Dodoma Urban,Dodoma Region,-5.929160784,35.92232206,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Dodoma,Dodoma Urban,Dodoma Region,-5.929160784,35.92232206,pulses and nuts,Beans (green),KG,actual,Retail,TZS,3000.0,1.3911,2016,12
2016-12-15,Dodoma,Dodoma Urban,Dodoma Region,-5.929160784,35.92232206,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,1800.0,0.8346,2016,12
2016-12-15,Dodoma,Dodoma Urban,Dodoma Region,-5.929160784,35.92232206,pulses and nuts,Soybeans,KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Geita,Mbogwe,Geita Region,-3.301319091,31.89937238,cereals and tubers,Maize (white),KG,actual,Retail,TZS,700.0,0.3246,2016,12
2016-12-15,Geita,Mbogwe,Geita Region,-3.301319091,31.89937238,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1200.0,0.5564,2016,12
2016-12-15,Geita,Mbogwe,Geita Region,-3.301319091,31.89937238,cereals and tubers,Rice,KG,actual,Retail,TZS,1444.4,0.6698,2016,12
2016-12-15,Geita,Mbogwe,Geita Region,-3.301319091,31.89937238,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Geita,Mbogwe,Geita Region,-3.301319091,31.89937238,pulses and nuts,Beans (green),KG,actual,Retail,TZS,828.3,0.3841,2016,12
2016-12-15,Geita,Mbogwe,Geita Region,-3.301319091,31.89937238,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,1900.0,0.881,2016,12
2016-12-15,Geita,Mbogwe,Geita Region,-3.301319091,31.89937238,pulses and nuts,Soybeans,KG,actual,Retail,TZS,2500.0,1.1592,2016,12
2016-12-15,Iringa,Iringa Rural,Iringa Region,-7.803294925,35.47600923,cereals and tubers,Maize (white),KG,actual,Retail,TZS,1000.0,0.4637,2016,12
2016-12-15,Iringa,Iringa Rural,Iringa Region,-7.803294925,35.47600923,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1200.0,0.5564,2016,12
2016-12-15,Iringa,Iringa Rural,Iringa Region,-7.803294925,35.47600923,cereals and tubers,Rice,KG,actual,Retail,TZS,1722.2,0.7986,2016,12
2016-12-15,Iringa,Iringa Rural,Iringa Region,-7.803294925,35.47600923,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Iringa,Iringa Rural,Iringa Region,-7.803294925,35.47600923,pulses and nuts,Beans (green),KG,actual,Retail,TZS,3493.1,1.6197,2016,12
2016-12-15,Iringa,Iringa Rural,Iringa Region,-7.803294925,35.47600923,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,1800.0,0.8346,2016,12
2016-12-15,Iringa,Iringa Rural,Iringa Region,-7.803294925,35.47600923,pulses and nuts,Soybeans,KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Kagera,Muleba,Kagera Region,-1.880386146,31.45392019,cereals and tubers,Maize (white),KG,actual,Retail,TZS,1200.0,0.5564,2016,12
2016-12-15,Kagera,Muleba,Kagera Region,-1.880386146,31.45392019,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1300.0,0.6028,2016,12
2016-12-15,Kagera,Muleba,Kagera Region,-1.880386146,31.45392019,cereals and tubers,Rice,KG,actual,Retail,TZS,1466.7,0.6801,2016,12
2016-12-15,Kagera,Muleba,Kagera Region,-1.880386146,31.45392019,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Kagera,Muleba,Kagera Region,-1.880386146,31.45392019,pulses and nuts,Beans (green),KG,actual,Retail,TZS,3657.3,1.6959,2016,12
2016-12-15,Kagera,Muleba,Kagera Region,-1.880386146,31.45392019,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Kagera,Muleba,Kagera Region,-1.880386146,31.45392019,pulses and nuts,Soybeans,KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Katavi,Mlele,Katavi Region,-6.418734814,31.32296562,cereals and tubers,Maize (white),KG,actual,Retail,TZS,995.5,0.4616,2016,12
2016-12-15,Katavi,Mlele,Katavi Region,-6.418734814,31.32296562,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1200.0,0.5564,2016,12
2016-12-15,Katavi,Mlele,Katavi Region,-6.418734814,31.32296562,cereals and tubers,Rice,KG,actual,Retail,TZS,1533.3,0.711,2016,12
2016-12-15,Katavi,Mlele,Katavi Region,-6.418734814,31.32296562,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Katavi,Mlele,Katavi Region,-6.418734814,31.32296562,pulses and nuts,Beans (green),KG,actual,Retail,TZS,1659.2,0.7694,2016,12
2016-12-15,Katavi,Mlele,Katavi Region,-6.418734814,31.32296562,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,1000.0,0.4637,2016,12
2016-12-15,Katavi,Mlele,Katavi Region,-6.418734814,31.32296562,pulses and nuts,Soybeans,KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Kigoma,Kasulu,Kigoma Region,-4.764451844,30.40280696,cereals and tubers,Maize (white),KG,actual,Retail,TZS,730.6,0.3388,2016,12
2016-12-15,Kigoma,Kasulu,Kigoma Region,-4.764451844,30.40280696,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1200.0,0.5564,2016,12
2016-12-15,Kigoma,Kasulu,Kigoma Region,-4.764451844,30.40280696,cereals and tubers,Rice,KG,actual,Retail,TZS,1511.1,0.7007,2016,12
2016-12-15,Kigoma,Kasulu,Kigoma Region,-4.764451844,30.40280696,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,1975.0,0.9158,2016,12
2016-12-15,Kigoma,Kasulu,Kigoma Region,-4.764451844,30.40280696,pulses and nuts,Beans (green),KG,actual,Retail,TZS,3850.0,1.7852,2016,12
2016-12-15,Kigoma,Kasulu,Kigoma Region,-4.764451844,30.40280696,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,2400.0,1.1129,2016,12
2016-12-15,Kigoma,Kasulu,Kigoma Region,-4.764451844,30.40280696,pulses and nuts,Soybeans,KG,actual,Retail,TZS,3000.0,1.3911,2016,12
2016-12-15,Kilimanjaro,Mwanga,Kilimanjaro Region,-3.762672355,37.64042044,cereals and tubers,Maize (white),KG,actual,Retail,TZS,1200.0,0.5564,2016,12
2016-12-15,Kilimanjaro,Mwanga,Kilimanjaro Region,-3.762672355,37.64042044,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1000.0,0.4637,2016,12
2016-12-15,Kilimanjaro,Mwanga,Kilimanjaro Region,-3.762672355,37.64042044,cereals and tubers,Rice,KG,actual,Retail,TZS,1966.7,0.9119,2016,12
2016-12-15,Kilimanjaro,Mwanga,Kilimanjaro Region,-3.762672355,37.64042044,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,3000.0,1.3911,2016,12
2016-12-15,Kilimanjaro,Mwanga,Kilimanjaro Region,-3.762672355,37.64042044,pulses and nuts,Beans (green),KG,actual,Retail,TZS,1536.2,0.7123,2016,12
2016-12-15,Kilimanjaro,Mwanga,Kilimanjaro Region,-3.762672355,37.64042044,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Kilimanjaro,Mwanga,Kilimanjaro Region,-3.762672355,37.64042044,pulses and nuts,Soybeans,KG,actual,Retail,TZS,3000.0,1.3911,2016,12
2016-12-15,Lindi,Liwale,Lindi Region,-9.480658484,38.40694618,cereals and tubers,Maize (white),KG,actual,Retail,TZS,1000.0,0.4637,2016,12
2016-12-15,Lindi,Liwale,Lindi Region,-9.480658484,38.40694618,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1200.0,0.5564,2016,12
2016-12-15,Lindi,Liwale,Lindi Region,-9.480658484,38.40694618,cereals and tubers,Rice,KG,actual,Retail,TZS,2100.0,0.9738,2016,12
2016-12-15,Lindi,Liwale,Lindi Region,-9.480658484,38.40694618,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Lindi,Liwale,Lindi Region,-9.480658484,38.40694618,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Lindi,Liwale,Lindi Region,-9.480658484,38.40694618,pulses and nuts,Soybeans,KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Manyara,Simanjiro,Manyara Region,-4.531523458,36.54503288,cereals and tubers,Maize (white),KG,actual,Retail,TZS,794.9,0.3686,2016,12
2016-12-15,Manyara,Simanjiro,Manyara Region,-4.531523458,36.54503288,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1000.0,0.4637,2016,12
2016-12-15,Manyara,Simanjiro,Manyara Region,-4.531523458,36.54503288,cereals and tubers,Rice,KG,actual,Retail,TZS,1733.3,0.8037,2016,12
2016-12-15,Manyara,Simanjiro,Manyara Region,-4.531523458,36.54503288,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,1500.0,0.6955,2016,12
2016-12-15,Manyara,Simanjiro,Manyara Region,-4.531523458,36.54503288,pulses and nuts,Beans (green),KG,actual,Retail,TZS,1251.8,0.5805,2016,12
2016-12-15,Manyara,Simanjiro,Manyara Region,-4.531523458,36.54503288,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,1500.0,0.6955,2016,12
2016-12-15,Manyara,Simanjiro,Manyara Region,-4.531523458,36.54503288,pulses and nuts,Soybeans,KG,actual,Retail,TZS,2200.0,1.0201,2016,12
2016-12-15,Mara,Butiama,Mara Region,-1.713629739,34.07755485,cereals and tubers,Maize (white),KG,actual,Retail,TZS,900.0,0.4173,2016,12
2016-12-15,Mara,Butiama,Mara Region,-1.713629739,34.07755485,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1200.0,0.5564,2016,12
2016-12-15,Mara,Butiama,Mara Region,-1.713629739,34.07755485,cereals and tubers,Rice,KG,actual,Retail,TZS,1600.0,0.7419,2016,12
2016-12-15,Mara,Butiama,Mara Region,-1.713629739,34.07755485,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Mara,Butiama,Mara Region,-1.713629739,34.07755485,pulses and nuts,Beans (green),KG,actual,Retail,TZS,4000.0,1.8548,2016,12
2016-12-15,Mara,Butiama,Mara Region,-1.713629739,34.07755485,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Mara,Butiama,Mara Region,-1.713629739,34.07755485,pulses and nuts,Soybeans,KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Mbeya,Chunya,Mbeya Region,-8.228221706,33.35152931,cereals and tubers,Maize (white),KG,actual,Retail,TZS,925.9,0.4293,2016,12
2016-12-15,Mbeya,Chunya,Mbeya Region,-8.228221706,33.35152931,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1400.0,0.6492,2016,12
2016-12-15,Mbeya,Chunya,Mbeya Region,-8.228221706,33.35152931,cereals and tubers,Rice,KG,actual,Retail,TZS,1800.0,0.8346,2016,12
2016-12-15,Mbeya,Chunya,Mbeya Region,-8.228221706,33.35152931,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,1700.0,0.7883,2016,12
2016-12-15,Mbeya,Chunya,Mbeya Region,-8.228221706,33.35152931,pulses and nuts,Beans (green),KG,actual,Retail,TZS,2899.9,1.3447,2016,12
2016-12-15,Mbeya,Chunya,Mbeya Region,-8.228221706,33.35152931,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,1800.0,0.8346,2016,12
2016-12-15,Mbeya,Chunya,Mbeya Region,-8.228221706,33.35152931,pulses and nuts,Soybeans,KG,actual,Retail,TZS,2125.0,0.9853,2016,12
2016-12-15,Morogoro,Kilombero,Morogoro Region,-7.922830034,36.98914682,cereals and tubers,Maize (white),KG,actual,Retail,TZS,1500.0,0.6955,2016,12
2016-12-15,Morogoro,Kilombero,Morogoro Region,-7.922830034,36.98914682,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1300.0,0.6028,2016,12
2016-12-15,Morogoro,Kilombero,Morogoro Region,-7.922830034,36.98914682,cereals and tubers,Rice,KG,actual,Retail,TZS,1933.3,0.8965,2016,12
2016-12-15,Morogoro,Kilombero,Morogoro Region,-7.922830034,36.98914682,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Morogoro,Kilombero,Morogoro Region,-7.922830034,36.98914682,pulses and nuts,Beans (green),KG,actual,Retail,TZS,3683.0,1.7078,2016,12
2016-12-15,Morogoro,Kilombero,Morogoro Region,-7.922830034,36.98914682,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Morogoro,Kilombero,Morogoro Region,-7.922830034,36.98914682,pulses and nuts,Soybeans,KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Mtwara,Masasi,Mtwara Region,-10.77782596,39.11954506,cereals and tubers,Maize (white),KG,actual,Retail,TZS,824.9,0.3825,2016,12
2016-12-15,Mtwara,Masasi,Mtwara Region,-10.77782596,39.11954506,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1600.0,0.7419,2016,12
2016-12-15,Mtwara,Masasi,Mtwara Region,-10.77782596,39.11954506,cereals and tubers,Rice,KG,actual,Retail,TZS,2211.1,1.0253,2016,12
2016-12-15,Mtwara,Masasi,Mtwara Region,-10.77782596,39.11954506,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,2500.0,1.1592,2016,12
2016-12-15,Mtwara,Masasi,Mtwara Region,-10.77782596,39.11954506,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,2500.0,1.1592,2016,12
2016-12-15,Mtwara,Masasi,Mtwara Region,-10.77782596,39.11954506,pulses and nuts,Soybeans,KG,actual,Retail,TZS,2500.0,1.1592,2016,12
2016-12-15,Mwanza,Nyamagana,Mwanza Region,-2.517,32.91,cereals and tubers,Maize (white),KG,actual,Retail,TZS,800.0,0.371,2016,12
2016-12-15,Mwanza,Nyamagana,Mwanza Region,-2.517,32.91,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1400.0,0.6492,2016,12
2016-12-15,Mwanza,Nyamagana,Mwanza Region,-2.517,32.91,cereals and tubers,Rice,KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Mwanza,Nyamagana,Mwanza Region,-2.517,32.91,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,2400.0,1.1129,2016,12
2016-12-15,Mwanza,Nyamagana,Mwanza Region,-2.517,32.91,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Mwanza,Nyamagana,Mwanza Region,-2.517,32.91,pulses and nuts,Soybeans,KG,actual,Retail,TZS,2500.0,1.1592,2016,12
2016-12-15,Njombe,Njombe Urban,Njombe Region,-9.45485321,34.71435371,cereals and tubers,Maize (white),KG,actual,Retail,TZS,700.0,0.3246,2016,12
2016-12-15,Njombe,Njombe Urban,Njombe Region,-9.45485321,34.71435371,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1500.0,0.6955,2016,12
2016-12-15,Njombe,Njombe Urban,Njombe Region,-9.45485321,34.71435371,cereals and tubers,Rice,KG,actual,Retail,TZS,2066.7,0.9583,2016,12
2016-12-15,Njombe,Njombe Urban,Njombe Region,-9.45485321,34.71435371,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Njombe,Njombe Urban,Njombe Region,-9.45485321,34.71435371,pulses and nuts,Beans (green),KG,actual,Retail,TZS,3283.8,1.5227,2016,12
2016-12-15,Njombe,Njombe Urban,Njombe Region,-9.45485321,34.71435371,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Njombe,Njombe Urban,Njombe Region,-9.45485321,34.71435371,pulses and nuts,Soybeans,KG,actual,Retail,TZS,3000.0,1.3911,2016,12
2016-12-15,Pwani,Kisarawe,Pwani Region,-7.269476571,38.66194501,cereals and tubers,Maize (white),KG,actual,Retail,TZS,1000.0,0.4637,2016,12
2016-12-15,Pwani,Kisarawe,Pwani Region,-7.269476571,38.66194501,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1400.0,0.6492,2016,12
2016-12-15,Pwani,Kisarawe,Pwani Region,-7.269476571,38.66194501,cereals and tubers,Rice,KG,actual,Retail,TZS,1866.7,0.8656,2016,12
2016-12-15,Pwani,Kisarawe,Pwani Region,-7.269476571,38.66194501,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,1800.0,0.8346,2016,12
2016-12-15,Pwani,Kisarawe,Pwani Region,-7.269476571,38.66194501,pulses and nuts,Beans (green),KG,actual,Retail,TZS,3000.0,1.3911,2016,12
2016-12-15,Pwani,Kisarawe,Pwani Region,-7.269476571,38.66194501,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,1800.0,0.8346,2016,12
2016-12-15,Pwani,Kisarawe,Pwani Region,-7.269476571,38.66194501,pulses and nuts,Soybeans,KG,actual,Retail,TZS,1950.0,0.9042,2016,12
2016-12-15,Rukwa,Nkasi,Rukwa Region,-7.952019976,31.35614382,cereals and tubers,Maize (white),KG,actual,Retail,TZS,632.8,0.2934,2016,12
2016-12-15,Rukwa,Nkasi,Rukwa Region,-7.952019976,31.35614382,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1200.0,0.5564,2016,12
2016-12-15,Rukwa,Nkasi,Rukwa Region,-7.952019976,31.35614382,cereals and tubers,Rice,KG,actual,Retail,TZS,1433.3,0.6646,2016,12
2016-12-15,Rukwa,Nkasi,Rukwa Region,-7.952019976,31.35614382,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,1500.0,0.6955,2016,12
2016-12-15,Rukwa,Nkasi,Rukwa Region,-7.952019976,31.35614382,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,1500.0,0.6955,2016,12
2016-12-15,Rukwa,Nkasi,Rukwa Region,-7.952019976,31.35614382,pulses and nuts,Soybeans,KG,actual,Retail,TZS,1500.0,0.6955,2016,12
2016-12-15,Ruvuma,Namtumbo,Ruvuma Region,-10.72904523,36.24720185,cereals and tubers,Maize (white),KG,actual,Retail,TZS,600.0,0.2782,2016,12
2016-12-15,Ruvuma,Namtumbo,Ruvuma Region,-10.72904523,36.24720185,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1133.3,0.5255,2016,12
2016-12-15,Ruvuma,Namtumbo,Ruvuma Region,-10.72904523,36.24720185,cereals and tubers,Rice,KG,actual,Retail,TZS,1828.2,0.8477,2016,12
2016-12-15,Ruvuma,Namtumbo,Ruvuma Region,-10.72904523,36.24720185,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,1900.0,0.881,2016,12
2016-12-15,Ruvuma,Namtumbo,Ruvuma Region,-10.72904523,36.24720185,pulses and nuts,Beans (green),KG,actual,Retail,TZS,6483.1,3.0062,2016,12
2016-12-15,Ruvuma,Namtumbo,Ruvuma Region,-10.72904523,36.24720185,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,1750.0,0.8115,2016,12
2016-12-15,Ruvuma,Namtumbo,Ruvuma Region,-10.72904523,36.24720185,pulses and nuts,Soybeans,KG,actual,Retail,TZS,1900.0,0.881,2016,12
2016-12-15,Shinyanga,Kahama,Shinyanga Region,-3.75434089,32.9368229,cereals and tubers,Maize (white),KG,actual,Retail,TZS,1000.0,0.4637,2016,12
2016-12-15,Shinyanga,Kahama,Shinyanga Region,-3.75434089,32.9368229,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1200.0,0.5564,2016,12
2016-12-15,Shinyanga,Kahama,Shinyanga Region,-3.75434089,32.9368229,cereals and tubers,Rice,KG,actual,Retail,TZS,1400.0,0.6492,2016,12
2016-12-15,Shinyanga,Kahama,Shinyanga Region,-3.75434089,32.9368229,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Shinyanga,Kahama,Shinyanga Region,-3.75434089,32.9368229,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,1500.0,0.6955,2016,12
2016-12-15,Shinyanga,Kahama,Shinyanga Region,-3.75434089,32.9368229,pulses and nuts,Soybeans,KG,actual,Retail,TZS,2000.0,0.9274,2016,12
2016-12-15,Simiyu,Meatu,Simiyu Region,-3.02799589,34.27698363,cereals and tubers,Maize (white),KG,actual,Retail,TZS,908.1,0.4211,2016,12
2016-12-15,Simiyu,Meatu,Simiyu Region,-3.02799589,34.27698363,cereals and tubers,Maize flour (white),KG,actual,Retail,TZS,1200.0,0.5564,2016,12
2016-12-15,Simiyu,Meatu,Simiyu Region,-3.02799589,34.27698363,cereals and tubers,Rice,KG,actual,Retail,TZS,1600.0,0.7419,2016,12
2016-12-15,Simiyu,Meatu,Simiyu Region,-3.02799589,34.27698363,pulses and nuts,Beans (dry),KG,actual,Retail,TZS,1800.0,0.8346,2016,12
2016-12-15,Simiyu,Meatu,Simiyu Region,-3.02799589,34.27698363,pulses and nuts,Beans (spotted),KG,actual,Retail,TZS,1800.0,0.8346,2016,12
2016-12-15,Simiyu,Meatu,Simiyu Region,-3.02799589,34.27698363,pulses and nuts,Soybeans,KG,actual,Retail,TZS,2000.0,0.9274,2016,12
